InventoryID,ProductID,SupplierID,WarehouseID,DateID,QuantityReceived,QuantitySold,CurrentStock,PurchaseCost,SellingPrice,DeliveryDays,OrderStatus
5611,334,52,51,20250821,474,398,358,1262.94,1833.4,13,Pending
5612,2,79,50,20250505,155,94,68,541.91,709.44,8,Delayed
5613,803,28,60,20221122,86,71,272,437.25,582.11,8,Delayed
5614,307,407,94,20241225,334,286,256,1317.2,1715.23,18,Delivered
5615,201,16,52,20250719,357,174,275,804.75,977.0,11,Delayed
5616,401,17,41,20221224,348,108,457,172.76,207.63,5,Pending
5617,1698,404,30,20250829,237,4,468,964.22,1252.18,10,Delayed
5618,286,459,4,20220403,457,337,298,98.36,133.76,11,Delivered
5619,1816,484,57,20250313,324,116,434,721.06,954.96,4,Delivered
5620,1907,135,66,20240127,309,51,436,1163.0,1290.8,13,Pending
5621,350,452,38,20250212,397,228,436,438.22,489.76,5,Pending
5622,1023,496,14,20230618,13,10,265,1292.12,1890.33,18,Pending
5623,1000,418,74,20231217,443,402,80,498.44,735.94,20,Delivered
5624,275,303,15,20250815,112,58,352,70.13,78.91,19,Delayed
5625,578,346,2,20230924,367,244,329,1040.64,1240.34,20,Pending
5626,965,397,83,20250506,61,19,94,1357.59,1848.75,20,Delivered
5627,1572,489,65,20230911,80,59,215,745.69,1071.33,10,Delivered
5628,888,173,31,20240629,153,104,241,1149.72,1467.39,12,Pending
5629,422,351,57,20220727,203,75,249,607.66,827.16,5,Delivered
5630,1961,208,67,20240126,310,190,190,479.85,701.65,5,Pending
5631,1070,253,39,20241001,290,83,368,622.02,745.93,8,Delivered
5632,665,45,2,20220909,446,41,418,264.99,389.42,19,Delayed
5633,416,356,16,20230703,302,34,406,133.31,151.16,6,Delivered
5634,1652,42,83,20240717,425,156,508,402.15,532.46,12,Delayed
5635,973,292,56,20220717,311,140,237,299.45,389.36,7,Delayed
5636,139,89,33,20231022,421,355,341,248.09,357.83,17,Delayed
5637,18,261,4,20241017,32,11,257,785.75,1111.51,16,Pending
5638,1500,99,53,20251122,157,41,284,426.28,584.32,16,Delivered
5639,1941,89,50,20250703,459,55,567,1239.36,1691.29,14,Pending
5640,894,311,81,20220927,481,441,40,736.01,1015.4,20,Pending
5641,306,68,97,20230428,368,59,576,978.97,1459.19,18,Pending
5642,1930,355,31,20230303,433,154,420,538.6,717.88,13,Delivered
5643,1125,89,73,20250901,20,6,276,1084.56,1332.78,18,Delivered
5644,1959,71,72,20230913,152,0,230,687.09,810.81,6,Delayed
5645,776,283,92,20230720,326,151,230,1033.28,1417.05,11,Pending
5646,1228,29,34,20230810,243,83,201,532.4,776.38,7,Pending
5647,1831,327,3,20240602,20,17,69,388.71,508.06,2,Delayed
5648,34,8,88,20250727,98,76,263,813.77,1032.27,17,Delayed
5649,1623,283,18,20250705,147,108,199,954.66,1127.47,6,Delivered
5650,371,488,22,20220905,75,65,290,173.17,233.67,8,Pending
5651,1679,275,28,20221224,377,76,417,266.3,308.23,11,Pending
5652,284,138,10,20240313,445,29,680,337.13,441.65,4,Pending
5653,1552,279,75,20250820,314,138,453,1407.67,1642.33,7,Delivered
5654,1405,490,25,20220917,100,64,190,648.96,936.52,14,Delivered
5655,1233,299,73,20240629,51,2,309,1066.67,1500.2,14,Delivered
5656,301,480,15,20230507,339,116,451,1406.42,1936.84,7,Delivered
5657,1596,134,45,20250917,192,77,246,680.97,791.11,2,Delayed
5658,106,448,34,20241122,474,312,414,1207.17,1700.79,7,Delivered
5659,1347,176,79,20251030,450,231,321,67.13,87.04,18,Pending
5660,1327,27,68,20230311,411,224,324,1272.98,1474.14,3,Delivered
5661,820,338,1,20250820,410,281,255,22.91,33.92,17,Delivered
5662,1956,223,96,20250922,205,123,268,1432.36,1779.41,18,Pending
5663,1854,250,12,20231012,249,215,153,354.9,437.58,9,Delayed
5664,434,256,99,20250422,29,5,150,810.57,1193.24,20,Pending
5665,1601,346,8,20231031,233,152,229,1024.99,1315.47,5,Delayed
5666,346,238,95,20241210,71,19,74,702.9,950.88,6,Pending
5667,1108,19,74,20250610,190,40,231,408.03,470.51,16,Pending
5668,874,60,58,20230518,469,228,318,100.46,129.63,2,Delivered
5669,231,229,42,20250730,179,85,294,692.92,1004.04,17,Delivered
5670,755,58,6,20240507,242,183,214,1302.42,1568.33,18,Delayed
5671,87,403,91,20241002,495,63,636,742.54,962.83,18,Delivered
5672,482,10,22,20230810,394,294,169,344.28,471.85,2,Delivered
5673,1148,110,29,20230912,71,68,248,1211.96,1391.53,12,Delayed
5674,641,405,88,20220207,424,100,423,101.06,145.13,18,Delivered
5675,390,385,48,20230706,115,13,229,672.71,799.19,6,Delayed
5676,1170,190,89,20220301,416,396,158,835.23,1090.76,19,Delivered
5677,1580,316,70,20241018,369,186,472,1274.68,1690.78,9,Delivered
5678,1422,91,83,20250409,78,61,285,77.71,103.83,18,Delivered
5679,1808,411,90,20250919,304,276,230,331.78,441.66,3,Pending
5680,366,16,36,20240528,435,235,487,633.82,747.03,3,Delivered
5681,1112,33,50,20250331,44,36,139,827.08,1068.48,16,Delayed
5682,778,358,79,20250106,393,208,316,423.4,512.16,4,Delivered
5683,1118,180,11,20220328,64,43,155,1009.97,1288.86,7,Pending
5684,685,455,59,20230414,17,3,272,1125.4,1474.47,6,Pending
5685,1031,155,23,20230405,18,4,96,968.16,1249.08,7,Pending
5686,1416,465,48,20221121,68,44,110,740.99,1099.54,6,Delivered
5687,142,444,16,20251206,146,56,237,120.33,150.95,9,Delayed
5688,325,214,60,20240618,397,187,508,669.97,861.61,16,Delivered
5689,1339,293,66,20251205,150,104,59,541.76,748.16,11,Pending
5690,1882,375,43,20250731,474,225,395,1346.96,1886.73,14,Delayed
5691,476,133,89,20250817,283,223,318,744.82,946.55,11,Pending
5692,1616,82,79,20220915,299,47,506,730.83,860.34,2,Pending
5693,495,388,77,20220105,478,470,286,1366.73,1550.09,2,Delivered
5694,66,247,90,20240822,286,121,224,1488.15,1945.56,7,Delayed
5695,837,105,62,20250802,138,18,420,819.19,1123.56,3,Delivered
5696,1867,94,24,20231013,38,32,51,944.25,1125.88,6,Delivered
5697,973,499,34,20250821,159,94,200,996.52,1235.69,11,Pending
5698,1869,247,21,20240627,275,253,111,449.45,637.69,16,Delivered
5699,934,160,4,20240415,483,200,568,593.48,787.77,20,Delayed
5700,535,65,1,20251026,405,192,274,343.68,437.03,19,Delivered
5701,392,232,49,20220624,430,287,210,489.38,679.36,8,Delivered
5702,1116,253,67,20241008,298,14,319,281.65,420.53,7,Delivered
5703,1931,83,52,20230321,171,142,86,560.7,724.03,3,Delivered
5704,1967,463,50,20221217,97,90,173,1138.79,1587.98,8,Delivered
5705,650,215,17,20241105,452,147,453,360.13,493.01,19,Delivered
5706,1810,468,65,20230605,24,23,51,1303.11,1618.38,6,Delivered
5707,89,136,32,20230117,33,4,305,251.84,353.78,5,Delivered
5708,598,247,80,20240324,347,214,353,1369.31,1868.28,18,Delivered
5709,54,99,13,20240930,96,76,156,94.3,126.72,17,Pending
5710,165,110,63,20240501,463,455,281,1419.65,1708.05,5,Pending
5711,1509,335,14,20251231,314,194,373,853.77,1232.21,5,Delayed
5712,596,417,42,20220520,329,78,252,772.95,1153.52,15,Pending
5713,512,405,66,20231120,56,36,154,78.03,115.05,19,Pending
5714,1544,350,45,20250722,422,297,234,1047.13,1174.67,5,Delivered
5715,1712,237,47,20221224,290,231,301,263.6,381.03,12,Pending
5716,1609,374,85,20251218,174,12,227,1365.67,1685.96,9,Delayed
5717,1663,61,85,20221117,463,391,166,1438.98,1680.0,10,Pending
5718,1388,399,73,20240120,485,161,330,385.96,426.62,20,Pending
5719,1118,68,43,20230530,410,219,431,1450.82,1682.09,14,Pending
5720,1366,249,67,20230127,298,5,520,492.62,557.74,8,Delayed
5721,10,206,55,20230106,217,193,271,939.85,1146.22,20,Delivered
5722,941,107,60,20221006,96,79,74,759.31,918.53,2,Delivered
5723,820,36,37,20250723,351,182,324,391.24,536.6,7,Delayed
5724,164,468,79,20240112,205,85,129,1004.64,1235.67,18,Pending
5725,1148,154,10,20250802,148,146,93,1215.65,1598.7,12,Delayed
5726,823,18,91,20221001,79,75,123,1463.81,2138.71,4,Delayed
5727,999,396,39,20241112,334,207,223,634.97,760.1,19,Delayed
5728,95,180,69,20230603,210,8,444,28.84,42.63,10,Delivered
5729,691,344,90,20220803,259,191,166,138.97,161.79,4,Delivered
5730,1109,345,34,20231031,213,51,201,1138.14,1366.2,20,Pending
5731,213,393,23,20240513,181,12,439,812.43,1091.48,17,Pending
5732,687,259,41,20230203,464,242,466,1491.54,2197.42,4,Pending
5733,1457,215,66,20250724,32,25,175,135.51,180.19,18,Delayed
5734,913,147,83,20230913,371,243,227,1191.01,1349.89,16,Delayed
5735,1567,166,38,20231014,246,73,417,1387.03,1782.14,14,Delivered
5736,1067,395,82,20231202,387,173,496,1088.01,1488.33,11,Delayed
5737,1621,192,54,20230804,395,368,145,1394.68,2010.31,13,Pending
5738,169,499,10,20231021,228,93,211,719.72,806.45,4,Delayed
5739,706,419,50,20221128,209,102,396,815.89,1073.66,13,Delivered
5740,923,414,76,20221103,23,1,307,502.08,632.23,5,Pending
5741,1473,390,99,20230723,487,365,331,77.82,115.97,14,Delayed
5742,633,289,100,20230216,451,82,491,737.58,908.39,19,Delivered
5743,1056,267,26,20230406,126,83,88,409.86,491.67,6,Pending
5744,1743,147,66,20231027,486,295,275,762.51,1124.22,7,Delayed
5745,17,482,51,20240529,232,82,256,402.86,541.53,4,Delivered
5746,1163,11,3,20221107,442,274,210,20.18,22.36,7,Delayed
5747,857,205,53,20220704,248,143,111,772.03,1007.17,14,Pending
5748,632,356,80,20251213,307,35,472,1459.86,1689.73,17,Delayed
5749,996,399,53,20231209,11,2,160,1402.06,1633.01,3,Delivered
5750,316,69,74,20220827,195,51,332,320.09,394.06,20,Delivered
5751,2000,247,10,20250428,247,221,228,1123.06,1643.28,14,Delivered
5752,592,70,78,20230124,118,67,63,181.92,248.79,17,Delayed
5753,92,60,57,20240802,396,150,403,606.44,797.89,11,Delayed
5754,1865,193,34,20250322,69,62,172,34.1,44.98,8,Delivered
5755,1902,68,27,20230401,69,40,144,423.61,550.47,7,Delivered
5756,1715,251,37,20220527,336,15,434,689.75,787.58,5,Pending
5757,574,288,94,20240416,365,196,439,1034.24,1369.21,8,Delayed
5758,1471,233,87,20230130,498,331,233,678.97,853.64,7,Delayed
5759,594,357,80,20240426,120,113,191,562.23,698.47,2,Delivered
5760,290,34,85,20250514,353,290,104,408.57,560.03,20,Pending
5761,265,165,25,20231121,305,187,239,1416.76,1606.03,20,Pending
5762,748,140,73,20240926,39,21,166,1456.58,1812.47,20,Delayed
5763,206,134,41,20221030,404,36,370,222.5,301.7,8,Delayed
5764,1117,342,61,20220104,333,231,139,385.4,538.9,15,Delivered
5765,1737,148,17,20220517,82,12,73,70.16,88.61,17,Delayed
5766,966,182,19,20220615,30,28,32,798.87,1054.9,12,Pending
5767,360,178,87,20231110,372,221,415,587.98,680.22,7,Delayed
5768,113,488,96,20250810,174,68,251,1213.47,1558.09,2,Pending
5769,1974,442,49,20241016,119,76,116,937.68,1293.25,15,Delayed
5770,1711,17,60,20220119,436,194,370,1025.71,1393.38,6,Delayed
5771,493,172,98,20241210,408,398,106,1421.54,1923.46,20,Delayed
5772,1816,338,43,20220619,246,224,208,960.8,1077.78,16,Pending
5773,48,21,40,20241203,110,89,24,1036.91,1325.86,6,Pending
5774,1793,128,22,20240112,185,54,410,253.28,363.97,11,Delivered
5775,1144,120,20,20251127,429,202,309,1301.85,1607.68,15,Delivered
5776,623,272,27,20240721,130,35,213,1288.12,1453.67,15,Pending
5777,869,248,47,20220303,137,135,30,1195.05,1781.99,11,Delivered
5778,1109,162,89,20221205,41,13,327,752.59,1082.16,5,Delayed
5779,1908,11,36,20230708,120,27,111,558.08,623.54,19,Delivered
5780,1675,298,76,20230510,429,130,320,1002.14,1438.59,2,Delivered
5781,1494,271,62,20240407,267,149,387,600.59,739.29,11,Delivered
5782,334,180,24,20240809,235,99,403,540.47,667.06,15,Pending
5783,639,497,19,20250405,99,63,288,525.09,595.75,8,Delivered
5784,1647,185,17,20251220,218,211,232,481.96,584.0,7,Delivered
5785,185,218,50,20220429,323,181,231,302.53,428.63,10,Delayed
5786,1122,231,10,20251112,157,46,122,1102.13,1521.13,12,Pending
5787,1805,256,58,20250629,122,15,197,395.1,480.43,9,Delayed
5788,785,365,28,20240208,85,29,90,1381.42,1706.29,13,Delivered
5789,447,375,60,20230214,333,152,428,1474.51,2005.44,8,Delivered
5790,1789,397,92,20240608,173,137,218,773.73,991.62,15,Pending
5791,615,473,81,20240306,448,318,430,1481.75,1834.58,19,Delayed
5792,1003,113,82,20220228,337,125,463,1134.74,1668.89,18,Delivered
5793,1884,138,86,20251017,365,328,196,963.57,1108.83,20,Delayed
5794,1750,364,26,20240416,282,239,252,189.4,209.94,12,Delivered
5795,649,203,11,20220723,486,366,297,1422.56,1765.71,5,Delivered
5796,1012,477,39,20250503,330,279,113,852.36,1074.46,14,Delivered
5797,177,191,72,20241216,321,14,339,742.24,1034.38,16,Delivered
5798,1214,234,2,20220612,383,95,500,770.38,1045.17,13,Pending
5799,346,332,34,20230117,40,24,40,573.94,832.53,4,Delivered
5800,827,320,99,20240913,223,156,72,528.08,633.01,6,Pending
5801,1795,283,17,20220518,319,152,396,143.67,200.23,6,Delayed
5802,507,89,64,20251217,63,4,301,1176.88,1353.89,16,Pending
5803,1277,426,18,20220904,490,92,520,1221.36,1737.71,8,Pending
5804,1042,314,73,20250727,41,20,230,1074.98,1593.18,8,Delivered
5805,907,71,100,20220611,387,29,501,1263.84,1589.96,4,Delivered
5806,1076,355,50,20240720,456,8,482,858.21,1113.93,8,Pending
5807,41,350,41,20230909,482,151,516,936.71,1071.31,5,Delivered
5808,1992,49,20,20240106,159,113,47,1439.26,1915.58,17,Delivered
5809,525,422,14,20230429,193,166,37,1399.95,1695.79,2,Pending
5810,1840,438,53,20230605,394,247,203,981.65,1408.12,14,Delayed
5811,267,323,76,20230707,108,52,336,1041.13,1224.14,11,Pending
5812,1853,479,30,20250614,154,141,17,1172.48,1679.3,2,Pending
5813,1566,273,33,20231212,351,265,227,507.3,619.17,7,Delivered
5814,331,228,93,20240917,203,175,30,211.85,279.98,3,Pending
5815,1552,223,63,20220917,181,45,365,894.13,1252.19,11,Pending
5816,1848,139,45,20220909,374,301,92,620.26,803.56,6,Delivered
5817,1501,428,1,20250214,108,1,319,328.72,397.97,8,Delayed
5818,1004,53,3,20251030,353,265,219,267.28,341.52,13,Pending
5819,380,416,30,20240731,132,86,153,1038.75,1377.6,16,Delivered
5820,638,268,54,20241201,326,260,165,265.49,387.38,9,Pending
5821,54,95,24,20240705,488,228,393,983.55,1333.57,2,Delivered
5822,472,266,33,20241004,457,56,513,1393.15,2026.68,12,Delayed
5823,1806,253,88,20251229,261,171,161,260.73,369.05,7,Delayed
5824,1859,24,5,20230918,16,4,121,999.36,1211.72,3,Delivered
5825,464,348,70,20240907,337,107,513,466.53,684.74,8,Pending
5826,1712,17,7,20220914,59,20,249,375.03,442.28,14,Pending
5827,1159,144,82,20230122,218,86,391,575.38,776.26,11,Delayed
5828,146,311,74,20240909,287,164,181,1262.64,1747.36,11,Pending
5829,1642,162,93,20231019,136,41,294,757.04,890.25,12,Delayed
5830,639,447,20,20250114,117,11,363,978.04,1281.37,14,Delivered
5831,815,487,54,20240330,127,62,218,293.46,382.92,3,Delayed
5832,168,50,44,20230616,384,57,521,775.76,944.98,16,Pending
5833,12,388,46,20251019,142,29,149,1388.0,2044.27,10,Delivered
5834,1933,447,55,20240131,339,138,453,607.18,691.13,7,Pending
5835,989,351,82,20250821,378,140,246,697.87,991.93,13,Delivered
5836,411,263,32,20230618,489,187,513,263.11,348.91,9,Pending
5837,1366,308,42,20240514,443,169,329,515.29,676.45,6,Delayed
5838,1952,454,28,20220418,314,153,410,613.65,759.0,15,Pending
5839,837,379,47,20251004,400,221,221,268.3,355.72,19,Delayed
5840,448,118,100,20230904,142,24,277,585.2,830.7,14,Delayed
5841,1500,379,100,20230224,270,76,384,1014.92,1460.56,5,Pending
5842,1317,305,29,20240827,499,109,563,965.98,1316.76,3,Delayed
5843,1914,116,11,20220614,369,200,432,644.28,886.48,10,Pending
5844,1074,224,68,20240711,112,16,97,697.12,915.15,5,Pending
5845,1264,130,33,20220823,349,280,142,602.96,808.65,4,Delayed
5846,1465,391,60,20251106,39,7,207,357.86,475.45,16,Pending
5847,1951,420,3,20231220,394,139,294,874.94,1166.46,20,Delayed
5848,613,368,90,20250517,283,163,182,1272.84,1866.05,11,Delivered
5849,800,41,40,20220926,82,56,184,62.11,77.21,7,Delivered
5850,1073,349,43,20241023,299,111,423,64.33,73.73,9,Pending
5851,928,350,36,20230404,475,44,715,858.45,984.33,2,Pending
5852,1323,445,75,20230103,140,102,56,1254.51,1440.44,6,Delayed
5853,1284,184,34,20250929,345,291,348,1094.63,1622.5,16,Delivered
5854,820,397,30,20220725,343,171,198,777.74,857.97,15,Pending
5855,906,431,7,20230704,485,346,205,1111.23,1381.94,16,Delayed
5856,38,498,28,20231022,152,11,339,420.87,588.48,18,Delivered
5857,456,437,47,20250310,444,256,331,1216.36,1582.6,17,Pending
5858,1942,319,85,20220611,285,214,215,1449.73,2146.24,11,Delivered
5859,360,42,20,20230503,154,145,203,71.7,96.14,8,Pending
5860,87,362,51,20221027,247,36,326,514.44,646.42,8,Pending
5861,183,57,32,20241127,417,273,386,105.51,129.58,5,Pending
5862,332,429,80,20241104,153,127,217,1376.07,1790.97,3,Delayed
5863,1641,27,73,20240531,140,105,95,415.04,551.73,10,Delayed
5864,502,413,66,20250714,190,103,109,201.13,286.1,18,Pending
5865,1135,471,98,20240427,242,200,267,799.54,985.97,6,Pending
5866,1266,231,99,20231120,419,110,416,80.97,109.84,4,Delayed
5867,1169,289,27,20220915,203,187,27,386.89,509.42,14,Delivered
5868,1296,191,93,20240616,460,328,278,1476.72,2136.76,8,Pending
5869,1096,103,58,20241210,14,10,115,689.13,886.86,19,Pending
5870,660,276,70,20220213,243,72,377,1178.72,1622.05,3,Pending
5871,1714,212,44,20230912,177,96,243,662.47,787.3,14,Delayed
5872,1543,108,51,20230204,371,282,147,329.1,443.5,6,Delivered
5873,432,441,8,20230805,396,93,352,103.85,134.68,20,Delayed
5874,1670,96,4,20230911,339,275,292,852.97,1182.71,8,Pending
5875,1481,24,97,20220709,99,29,172,516.03,659.97,20,Delayed
5876,446,379,64,20250713,251,181,247,903.64,1023.21,6,Delayed
5877,1706,349,80,20220923,326,79,259,120.53,142.67,2,Delayed
5878,586,165,61,20230702,375,3,654,1335.59,1495.52,17,Delayed
5879,608,309,82,20220610,483,41,557,913.9,1202.16,8,Pending
5880,1188,217,96,20231002,329,122,486,1263.46,1780.54,19,Delivered
5881,180,123,71,20220129,362,9,464,1410.7,1868.94,9,Pending
5882,1536,234,96,20230211,493,359,341,123.83,171.85,3,Pending
5883,1022,345,53,20220606,320,147,359,1335.35,1693.55,12,Delayed
5884,221,259,15,20250814,48,0,251,1055.2,1418.0,11,Delayed
5885,1840,78,75,20230113,94,30,96,1118.86,1450.24,18,Delayed
5886,1459,467,44,20251017,277,107,245,82.02,119.97,3,Delayed
5887,1146,307,67,20251110,48,0,294,254.3,294.78,6,Delayed
5888,1833,452,87,20241016,163,112,316,370.77,412.98,11,Pending
5889,254,4,66,20250102,114,39,212,390.55,482.61,17,Pending
5890,284,137,77,20230907,57,51,259,761.73,1005.16,17,Delayed
5891,1023,23,20,20230317,308,66,501,1012.11,1190.16,3,Delayed
5892,135,192,57,20220521,315,47,273,452.39,541.06,20,Pending
5893,1576,296,91,20221225,485,122,521,1352.4,1502.87,6,Pending
5894,296,179,6,20231022,320,199,225,177.45,260.28,7,Pending
5895,1720,287,38,20230731,468,33,715,713.45,1008.56,15,Delayed
5896,1887,277,79,20240429,54,44,250,1390.88,1882.55,16,Delayed
5897,383,289,54,20220914,380,10,524,271.81,362.78,13,Delayed
5898,1119,322,12,20220429,495,47,606,113.78,158.04,18,Delayed
5899,1942,77,45,20250428,335,91,352,90.06,111.48,5,Pending
5900,847,286,21,20231028,468,60,571,1333.45,1942.7,18,Delayed
5901,54,22,40,20250531,475,213,274,1239.82,1499.84,20,Delivered
5902,765,432,6,20241102,163,150,184,994.11,1128.16,2,Pending
5903,258,414,7,20230803,255,107,159,1336.77,1913.6,19,Delayed
5904,1684,226,43,20220917,207,57,232,264.8,370.55,10,Pending
5905,237,120,30,20251022,108,41,349,985.13,1423.2,4,Delivered
5906,442,246,96,20240903,17,0,89,373.29,442.65,19,Delivered
5907,407,170,4,20240613,99,59,198,1010.46,1411.26,13,Pending
5908,1838,28,66,20241223,113,21,351,1493.01,2151.66,10,Delivered
5909,780,52,40,20230406,184,71,225,1216.78,1486.62,5,Delayed
5910,1541,332,91,20241027,303,77,383,1240.52,1694.21,16,Delayed
5911,587,334,54,20250706,161,59,202,1484.52,1666.5,2,Delivered
5912,1845,451,6,20250926,350,173,457,1170.6,1522.19,13,Delayed
5913,1052,180,31,20231204,11,6,69,911.43,1134.06,19,Delayed
5914,69,376,96,20250506,421,305,257,926.13,1376.27,10,Delivered
5915,908,479,26,20230503,119,8,201,1225.21,1756.78,8,Delayed
5916,1087,196,95,20231224,182,103,361,524.7,715.2,7,Delivered
5917,20,327,69,20220206,201,48,431,1065.9,1494.59,20,Delayed
5918,314,231,77,20240127,43,13,124,1434.29,2004.01,14,Pending
5919,156,280,25,20251031,199,152,97,397.42,455.17,7,Delivered
5920,235,374,34,20220325,383,232,410,1394.94,1687.62,2,Pending
5921,1683,228,10,20251108,343,215,158,167.99,186.88,9,Delivered
5922,1750,476,57,20230510,168,155,302,657.01,768.73,13,Pending
5923,454,334,98,20230509,445,315,367,1298.29,1594.54,5,Pending
5924,671,68,70,20240209,61,50,105,1404.27,1633.76,2,Delayed
5925,1374,25,5,20221003,170,146,125,751.14,1039.2,19,Delivered
5926,1092,117,44,20220320,337,23,408,235.16,303.16,10,Delivered
5927,2000,344,68,20250425,261,190,320,1474.39,1926.62,10,Delivered
5928,1875,118,45,20220616,331,287,63,1067.21,1242.27,15,Pending
5929,372,57,82,20230910,309,71,510,1069.48,1303.46,14,Delayed
5930,477,482,91,20230725,458,146,563,713.16,953.2,7,Pending
5931,1317,319,54,20250607,412,380,133,934.14,1348.35,6,Delivered
5932,709,189,11,20240122,389,332,295,28.25,33.91,13,Delayed
5933,387,378,95,20230419,15,9,118,390.22,471.77,5,Pending
5934,1852,291,72,20241113,434,73,560,784.42,954.71,9,Delivered
5935,1379,253,27,20220817,144,2,215,921.81,1097.8,2,Delivered
5936,1117,55,88,20220116,123,77,92,123.94,168.21,2,Pending
5937,706,192,74,20240816,285,223,148,126.35,160.03,8,Pending
5938,1037,157,95,20230813,129,15,284,335.65,493.62,17,Pending
5939,1828,182,3,20241120,85,29,339,235.32,318.64,19,Delivered
5940,1893,202,11,20230423,495,234,304,880.2,1083.38,18,Delayed
5941,1755,396,4,20241001,125,101,97,1366.08,1569.37,14,Delivered
5942,715,176,38,20221019,283,156,349,1225.82,1748.91,8,Delayed
5943,1463,466,100,20250117,237,45,218,329.73,476.96,8,Delayed
5944,457,392,20,20220917,256,31,384,922.2,1102.61,6,Pending
5945,1981,356,38,20220228,91,48,223,527.42,648.46,7,Pending
5946,752,287,7,20221205,130,63,128,63.11,71.93,13,Delayed
5947,573,370,69,20220218,428,166,309,394.67,538.23,18,Delayed
5948,361,243,29,20240926,335,136,495,88.28,117.35,10,Pending
5949,187,274,83,20220516,379,103,349,458.36,511.2,6,Delivered
5950,1480,146,53,20220714,128,55,252,405.74,477.01,9,Pending
5951,121,87,99,20231021,174,88,286,302.66,409.24,5,Pending
5952,235,438,83,20231225,247,116,187,1491.94,1674.86,16,Pending
5953,1157,70,19,20250917,340,96,463,632.84,730.71,13,Delayed
5954,216,328,34,20220806,313,0,575,1140.98,1675.12,16,Pending
5955,650,337,58,20230718,201,105,274,1287.7,1715.99,6,Pending
5956,37,250,55,20230125,126,60,184,634.9,913.46,8,Pending
5957,1548,486,30,20241011,67,23,94,452.18,541.52,17,Delivered
5958,1329,443,8,20250529,178,135,148,1212.53,1458.59,19,Pending
5959,445,77,31,20220516,35,11,230,551.28,676.93,17,Pending
5960,978,136,88,20230820,318,102,418,602.32,717.45,6,Delivered
5961,820,9,67,20230522,162,11,236,1369.2,1784.11,16,Pending
5962,1599,2,80,20230310,401,351,349,321.23,470.25,14,Pending
5963,974,413,77,20230207,196,56,312,1304.41,1520.33,5,Delayed
5964,665,150,20,20251214,421,213,276,1250.03,1602.32,4,Delayed
5965,1104,309,83,20221120,486,209,521,111.04,131.41,4,Delayed
5966,189,212,50,20240618,122,23,171,198.11,276.28,16,Delayed
5967,1577,468,58,20231216,311,141,204,461.74,597.78,7,Delivered
5968,1573,144,44,20230407,466,114,578,1102.4,1383.43,16,Delayed
5969,208,357,56,20221009,245,102,219,1192.32,1441.86,20,Pending
5970,1349,464,7,20240401,123,4,138,1481.46,1978.94,7,Delivered
5971,1452,111,82,20250211,307,39,510,760.17,1065.69,13,Pending
5972,453,319,24,20220602,65,64,233,840.1,1177.43,14,Delivered
5973,785,330,74,20241213,254,112,254,505.97,692.61,3,Pending
5974,1731,352,82,20250703,246,54,345,464.14,677.61,18,Pending
5975,1650,2,5,20250624,160,114,179,695.81,950.69,20,Delivered
5976,1199,120,83,20240327,407,333,124,594.19,751.43,6,Delayed
5977,1439,497,79,20220325,288,227,354,1333.34,1537.47,14,Delayed
5978,1806,197,30,20250818,422,218,454,690.34,877.47,14,Pending
5979,472,443,48,20220920,253,61,398,36.98,52.37,16,Pending
5980,754,6,33,20220119,343,286,198,189.08,222.79,18,Delivered
5981,1600,257,74,20220415,60,4,291,489.72,567.92,19,Delayed
5982,269,3,83,20240818,315,6,563,735.38,997.57,20,Delayed
5983,1030,372,93,20250104,358,205,216,1376.8,1610.4,15,Delayed
5984,141,213,55,20230619,30,28,89,837.36,922.32,19,Delivered
5985,297,88,23,20251023,164,75,287,661.02,984.24,15,Pending
5986,190,243,90,20240107,297,221,279,625.67,734.08,14,Pending
5987,1994,255,7,20230904,474,111,641,1222.44,1443.02,20,Delivered
5988,405,497,87,20241205,145,6,434,1073.56,1261.32,14,Delayed
5989,160,234,52,20230606,304,285,206,682.72,1017.39,11,Delivered
5990,910,108,41,20250309,293,134,187,1025.05,1406.46,16,Delivered
5991,1480,417,42,20230907,249,39,234,1134.02,1307.94,10,Pending
5992,1409,168,19,20250417,496,211,520,1080.93,1544.63,17,Delivered
5993,1027,310,10,20251207,229,104,401,84.42,100.71,5,Delayed
5994,1935,24,4,20220612,479,229,541,717.1,904.04,3,Delivered
5995,367,82,2,20220220,341,127,434,475.77,548.23,18,Delivered
5996,280,128,44,20231017,102,18,99,911.58,1039.72,10,Pending
5997,1341,361,52,20230116,334,320,69,238.85,347.04,2,Delivered
5998,740,133,83,20220223,305,129,230,137.99,162.23,14,Pending
5999,535,179,21,20231106,365,160,254,678.07,851.52,15,Delayed
6000,1257,287,29,20240513,165,154,176,58.65,78.58,7,Pending
6001,303,262,79,20240914,199,173,277,245.86,365.69,8,Delayed
6002,1842,51,37,20251119,110,109,6,619.9,756.13,7,Delayed
6003,1025,485,47,20241218,305,148,388,77.86,106.17,2,Pending
6004,1225,295,94,20250125,68,16,166,1186.49,1529.34,3,Pending
6005,622,297,8,20241010,59,42,70,350.89,445.24,15,Delayed
6006,1959,315,7,20240228,373,272,371,711.21,871.69,2,Delivered
6007,1227,52,19,20250812,420,235,432,934.48,1041.83,8,Delayed
6008,1109,381,64,20231113,48,46,261,1047.73,1413.81,8,Delayed
